name,position,address,phone,fax,mobile,address2
Van McWhirter,Pontotoc County Tax Collector," 11 E Washington St, Pontotoc 38863",(662) 489-3904,(662) 489-3917,,
Joyce Houston,Quitman County Coroner," PO Box 1399, Lambert 38643",(662) 326-9232,(662) 326-8851,,
Brad Patridge,Rankin County Constable,"PO Box 71, Brandon 39043",(601) 939-1885,(601) 824-2668,,
Alison Crapps,Scott County Tax Assessor,"100 E First St, Forest 39074",(601) 469-4051,(601) 469-5184,,
Alison Crapps,Scott County Tax Collector,"100 E First St, Forest 39074",(601) 469-4051,(601) 469-5184,,
Angelia Eason,Sharkey County Constable," PO Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,
Charles Smith,Sharkey County Constable (P-1)," PO Box 39, Anguilla 38721 ",(662) 873-6140,(662) 873-0154,,
Jerry Baldwin,Smith County Constable (P-1),"PO Box 171, Raleigh 39153",(601) 782-4334,(601) 782-4005,,
Randy Wolfe …,Tallahatchie County County Administrator," PO Box 350, Charleston 38921",(662) 647-8985,(662) 647-3702,,
Eddie Hadskey,Tate County Circuit Clerk," 201 Ward St, Senatobia 38668",(662) 562-5211,(662) 562-7486,,
Roy Jene Huhn,Walthall County Constable,"808 Magnolia Ave, Tylertown 39667",(601) 876-2311,(601) 222-1351,,
Ashley Purvis,Walthall County Deputy Clerk," 808 Magnolia Ave, Tylertown 39667",(601) 876-2311,(601) 222-1351,,
Peggy Hilburn,Walthall County Tax Assessor," 200 Ball Ave, Tylertown 39667",(601) 876-4932,(601) 876-9255,,
Peggy Hilburn,Walthall County Tax Collector," 200 Ball Ave, Tylertown 39667",(601) 876-4932,(601) 876-9255,,
Antonia Jones,Warren County Tax Collector," PO Box 351, Vicksburg 39181",(601) 638-6181,(601) 636-5093,,
Eloise Brooks,Washington County Justice Court Clerk," 905 W Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,
Mark K. Seard,Washington County Tax Assessor," PO Box 1526, Greenville 38702 ",(662) 334-2651,(662) 334-2786,,
Geary Jackson,Wayne County Chancery Clerk,"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-2873,(601) 735-6224,,
Erica Johnson,Wilkinson County Justice Court Clerk,"PO Box 40, Woodville 39669",(601) 888-3538,(601) 888-7591,,
Jeremy Ephion,Wilkinson County Tax Assessor," PO Box 695, Woodville 39669",(601) 888-4562,(601) 888-7335,,
Jeremy Ephion,Wilkinson County Tax Collector," PO Box 695, Woodville 39669",(601) 888-4562,(601) 888-7335,,
Scott Gregory,Winston County Coroner,"12902 Hwy. 397, Louisville 39339",(662) 803-1296,(662) 773-8831,,
Janet Jackson,Winston County Justice Court Clerk,"115 South Court, Louisville 39339",(662) 773-6016,(662) 773-8817,,
Larry Mitchell,Alcorn County Superintendent of Education," PO Box 1420, Corinth 38835-1420 ",(662) 286-5591,(662) 286-7766,,
Joe Lee Bassie,Bolivar County Constable,"PO Box 1507, Cleveland 38732.",(662) 843-4008,(662) 846-6783,,
Randolph Seals,Bolivar County Coroner," PO Box 127, Cleveland 38732",(662) 843-1709,(662) 843-1710,,
Romona Tillman,Calhoun County Chancery Clerk," PO Box 8, Pittsboro 38951.",(662) 412-3117,(662) 412-3111,,
Wilton A. Neal,Carroll County Tax Assessor," PO Box 193, Carrollton 38917",(662) 237-9217,(662) 237-4659,,
Wilton A. Neal,Carroll County Tax Assessor," PO Box 156, Vaiden 39176 ",(662) 464-8852,(662) 464-8802,,
Brenda T. Buck,Claiborne County County Administrator," P.O Box 689, Port Gibson 39150 ",(601) 437-5216,(601) 437-4430,,
Greg Fairchild,Clarke County Coroner," 102 Mae Avenue, Quitman 39355.",(601) 776-8974,,,
Lewis Stafford,Clay County Constable," PO Box 674, West Point 39773.",(662) 495-2051,(662) 494-4034,,
Floyd Williams,Coahoma County Constable," 144 Ritch St, Clarksdale 38614",(662) 624-3060,,,
Edna E Stevens,Copiah County Circuit Clerk," PO Box 467, Hazlehurst 39083",(601) 894-1241,(601) 894-3026,,
Cassity Booker,Covington County Justice Court Clerk," PO Box 665, Collins 39428.",(601) 765-6581,(601) 765-5014,,
Arnetta Crosby,Covington County Superintendent of Education,"PO Box 1269, Collins 39428",(601) 765-8247,(601) 765-4102,,
Betty Carlisle,Forrest County County Administrator,"PO Box 1310, Hattiesburg 39403",(601) 545-6000,(601) 582-5135,,
Tommy A. Myers,Franklin County Constable,"PO Box 365, Meadville 39653",(601) 384-2002,(601) 384-2253,,
Gladys Wilcher,Franklin County Justice Court Clerk," PO Box 365, Meadville 39653",(601) 384-2002,(601) 384-2253,,
Dee Ann Miller,George County Coroner," 238 Mill St, Lucedale 39452",(601) 410-2875,,,
Cecelia Bounds,Greene County Circuit Clerk," PO Box 310, Leakesville 39451",(601) 394-2379,(601) 394-2334,,
Elliot Wheeler,Humphreys County Superintendent of Education,"705 Cohn St, Belzoni 39038",(662) 247-6000,(662) 247-6004,,
Rhonda Delaney,Issaquena County Circuit Clerk," PO Box 27, Mayersville 39113",(662) 873-2761,(662) 873-2061,,
Sharon Perkins,Issaquena County Justice Court Clerk,"PO Box 58, Mayersville 39113",(662) 873-6287,(662) 873-2094,,
Tommy Williams,Issaquena County Constable (P-2)," PO Box 58, Mayersville 39113",(662) 873-6287,(662) 873-2094,,
Gary M. Franks,Itawamba County County Administrator," 106 S Clifton St, Fulton 38843",(662) 862-4967,,,
Arnell Harried,Jefferson County Circuit Clerk," PO Box 305, Fayette 39069",(601) 786-3422,(601) 786-9676,,
Vincent Turner,Jefferson County Superintendent of Education,"PO Box 157, Fayette 39069",(601) 786-3721,(601) 786-8441,,
Lawrence Clark,Jones County County Engineer," 714 Hillcrest Dr, Laurel 39440",(601) 649-5900,(601) 649-5963,,
Jackie Pollock,Kemper County Superintendent of Education,"PO Box 219, DeKalb 39328 ",(601) 743-2657,(601) 743-9297,,
Sherry J. Wall,Lafayette County Chancery Clerk," PO Box 1240, Oxford 38655",(662) 234-2131,(662) 234-5038,,
Baretta Mosley,Lafayette County Circuit Clerk," 1 Courthouse Sq,Ste 101, Oxford 38655",(662) 234-4951,(662) 236-0238,,
Albert Turnage,Lawrence County Constable (P-1),"PO Box 903, Monticello 39654",(601) 587-4854,(601) 587-0755,,
Robert Gill Jr,Leake County County Administrator," PO Box 595, Carthage 39051",(601) 267-8002,(601) 267-6132,,
Tillmon Bishop,Lincoln County Chancery Clerk,"PO Box 555, Brookhaven 39602",(601) 835-3411,(601) 835-3423,,
Linder D. Erby,Lowndes County Justice Court Clerk," 11 Airline Rd, Columbus 39702.",(662) 329-5929,(662) 245-4619,,
Norman Cannady,Madison County Tax Assessor,"PO Box 292, Canton 39046",(601) 859-1921,(601) 859-2899,,
Lucy Carpenter,Marshall County Circuit Clerk," PO Box 459, Holly Springs 38635",(662) 252-3434,(662) 252-5951,,
Scott Cantrell,Monroe County Superintendent of Education," PO Box 209, Amory 38821.",(662) 257-2176,(662) 257-2181,,
Freda Phillips,Noxubee County Circuit Clerk," PO Box 431, Macon 39341 ",(662) 726-5737,(662) 726-6041,,
Betty Robinson,Noxubee County Tax Assessor," 2832 Jefferson, Macon 39341",(662) 726-4744,(662) 726-2679,,
Betty Robinson,Noxubee County Tax Collector," 2832 Jefferson, Macon 39341",(662) 726-4744,(662) 726-2679,,
Vickie Walters,Perry County Chancery Clerk,"PO Box 198, New Augusta 39642",(601) 964-8398,(601) 964-8746,,
Teresa Watford,Perry County Justice Court Clerk," PO Box 455, New Augusta 39462",(601) 964-8366,(601) 964-8368,,
Daniel Calcote,Pike County County Administrator,"PO Box 431, Magnolia 39652",(601) 783-5289,,,
Ricky Ferguson,Pontotoc County Chancery Clerk,"PO Box 209, Pontotoc 38863",(662) 489-3900,(662) 489-3940,,
Greg Sparks Sr,Prentiss County Constable,"1705B S 2nd St, Booneville 38829",(662) 416-2621,,,
Evelyn Jossell,Quitman County Superintendent of Education," PO Drawer E, Marks 38646",(662) 326-5451,(662) 326-3694,,
Larry W Swales,Rankin County Chancery Clerk,"PO Box 700, Brandon 39042 ",(601) 825-1649,(601) 824-7116,,
Wilbur McCurdy,Scott County Constable (P-1)," PO Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,
Johnny Hancock,Smith County Constable (P-2),"PO Box 171, Raleigh 39153",(601) 782-4334,(601) 782-4005,,
Billy D. Allen,Smith County Coroner,"2443 SCR 538, Morton 39117",(601) 537-3392,(601) 537-3590,,
Christie Holly,Tishomingo County Superintendent of Education," 1620 Paul Edmondson Dr, Iuka 38852",(662) 423-3206,,,
Jena P. McNatt,Tishomingo County Tax Collector," 1008 Battleground Dr, Iuka 38852",(662) 423-7048,(662) 423-2388,,
Eugene Bridges,Tunica County Constable,"5130 Old Moon Landing Rd, Tunica 38676",(662) 363-2178,(662) 363-4234,,
Norma Anderson,Tunica County Tax Assessor," PO Box 655, Tunica 38676",(662) 363-1266,(662) 357-5933,,
Norma Anderson,Tunica County Tax Collector," PO Box 655, Tunica 38676",(662) 363-1266,(662) 363-2693,,
Raymond Gutter,Walthall County Constable," 808 Magnolia Ave, Tylertown 39667",(601) 876-2311,(601) 222-1351,,
Donna F. Hardy,Warren County Chancery Clerk," PO Box 351, Vicksburg 39181",(601) 636-4415,(601) 634-4815,,
Jeremy Kilgore,Webster County Constable," 24 E Fox Ave, Eupora 39744",(662) 263-4664,(662) 258-3093,,
Michael Adkins,Webster County Asst. Supt. of Education," PO Box 887, Eupora 39744 ",(662) 258-5921,(662) 258-3134,,
Nolan Thompson,Wilkinson County Coroner," 392 Elmsely Rd, Woodville 39669",(601) 888-6730,(601) 888-5105,,
Robert Coleman,Yazoo County Circuit Clerk," PO Box 108, Yazoo City 39194",(662) 746-1872,(662) 716-0113,,
David Starling,Yazoo County Constable (SD)," PO Box 798, Yazoo City 39194",(662) 746-8181,(662) 746-2023,,
Derek E Parker,Yazoo County County Court Judge," PO Box 1437, Yazoo City 39194 ",(662) 746-5214,(662) 746-9865,,
Pam Ingram May,Yazoo County Justice Court Judge (ND)," PO Box 798, Yazoo City 39194",(662) 746-8181,(662) 746-2023,,
Kenneth Brawner,Alcorn County Tax Assessor,"PO Box 179, Corinth 38835-0179",(662) 286-7733,(662) 286-2548,,
Debbie Kirkland,Amite County Circuit Clerk,"PO Box 312, Liberty 39645",(601) 657-8932,(601) 657-1082,,
Cindy Wilkinson,Amite County Comptroller,"PO Box 680, Liberty 39645",(601) 657-8733,(601) 657-8288,,
Brenda Williams,Attala County Tax Assessor," 112 N Wells St, Kosciusko 39090",(662) 289-5731,(662) 289-7667,,
Brenda Williams,Attala County Tax Collector," 112 N Wells St, Kosciusko 39090",(662) 289-4711,(662) 289-7667,,
Shannon Wilburn,Benton County Tax Assessor,"PO Box 337, Ashland 38603",(662) 224-6315,(662) 224-6303,,
Shannon Wilburn,Benton County Tax Collector,"PO Box 337, Ashland 38603",(662) 224-6315,(662) 224-6303,,
Sammie Lee Good,Claiborne County Circuit Clerk," PO Box 549, Port Gibson 39150",(601) 437-5841,(601) 437-4543,,
Diane T. Davaul,Claiborne County Tax Assessor," PO Box 469, Port Gibson 39150",(601) 437-5591,(601) 437-4430,,
Diane T. Davaul,Claiborne County Tax Collector," PO Box 469, Port Gibson 39150",(601) 437-5591,(601) 437-3419,,
Beverly Trotter,Clarke County Constable,"122 Loretta Dr, Quitman 39355",(601) 776-5371,(601) 776-1014,,
Alvin Carter Jr,Clay County Coroner," 970 Fawn Dr, West Point 39773 ",(662) 494-0565,,,
Jimmy C. Havard,Forrest County Chancery Clerk," PO Box 951, Hattiesburg 39403",(601) 545-6014,(601) 545-6017,,
Mary Ann Palmer,Forrest County Tax Assessor,"PO Box 1626, Hattiesburg 39403",(601) 545-6130,(601) 545-6180,,
Delbert Dearman,Forrest County Tax Collector,"PO Box 1689, Hattiesburg 39403",(601) 582-8228,(601) 545-6093,,
Charles E Brown,Franklin County Constable," PO Box 365, Meadville 39653",(601) 384-2002,(601) 384-2253,,
Percy J. Peeler,Franklin County Coroner,"PO Box 170, Meadville 39653",(601) 384-2963,,,
Charles Breland,Greene County Superintendent of Education," PO Box 1329, Leakesville 39451",(601) 394-2364,(601) 394-5542,,
James B. Morgan,Harrison County Constable," 190 Lameuse St, Biloxi 39530",(228) 435-8256,,,
Willie Anderson,Holmes County Constable," PO Box 99, Lexington 39095",(662) 934-4565,(662) 834-1402,,
Timaka J. Jones,Humphreys County Circuit Clerk," PO Box 696, Belzoni 39038",(662) 247-3065,(662) 247-3906,,
Marcus E Hooker,Issaquena County County Engineer," PO Box 368, Greenville 38702",(662) 334-1865,(662) 334-1871,,
Sylvia J. Baker,Lafayette County Tax Assessor," 300 N Lamar,Ste 103, Oxford 38655",(662) 234-5562,(662) 238-7992,,
Sylvia J. Baker,Lafayette County Tax Collector," 300 N Lamar,Ste 103, Oxford 38655",(662) 234-6006,(662) 238-7992,,
Steven McMillon,Leake County Constable," PO Box 69, Carthage 39051",(601) 267-5677,(601) 267-6134,,
Carl J. Scherff,Lee County County Surveyor," 705 Danielle Cv, Tupelo 38801",(662) 844-1341,(662) 680-6091,,
Debbie Berryman,Lee County Justice Court Clerk," PO Box 108, Tupelo 38802.",(662) 432-2500,(662) 680-6021,,
Leroy E Belk Jr,Lee County Tax Collector," PO Box 271, Tupelo 38802.",(662) 841-9034,(662) 841-9148,,
Annie M. Conley,Leflore County Tax Collector," PO Box 1349, Greenwood 38935",(662) 455-7907,(662) 455-8752,,
Blake Pickering,Lincoln County Tax Assessor,"301 S First, #109, Brookhaven 39601",(601) 835-3425,(601) 835-3424,,
Blake Pickering,Lincoln County Tax Collector,"301 S First, #109, Brookhaven 39601",(601) 835-3427,(601) 835-3424,,
Joe F. Ables  .,Lowndes County Constable,"11 Airline Rd, Columbus 39702",(662) 329-5929,(662) 245-4619,,
Greg D. Andrews,Lowndes County Tax Assessor,"PO Box 1077, Columbus 39703 ",(662) 329-5707,(662) 241-1935,,
Greg D. Andrews,Lowndes County Tax Collector,"PO Box 1077, Columbus 39703 ",(662) 329-5707,(662) 241-1935,,
Frank Draper Jr,Noxubee County Constable,"PO Box 550, Macon 39341 ",(662) 726-5181,(662) 726-2944,,
Martha F. Clark,Perry County Circuit Clerk," PO Box 198, New Augusta 39642",(601) 964-8663,(601) 964-8740,,
L. D. Gillespie,Pontotoc County Constable," 29 E Washington, Pontotoc 38863.",(662) 489-3921,(662) 489-2986,,
Jimmy Caldwell,Pontotoc County County Surveyor,"12 Washington St, Pontotoc 38863",(662) 489-3908,(662) 489-2318,,
Brenda A. Wiggs,Quitman County Circuit Clerk," 220 Chestnut St,Ste 4, Marks 38646",(662) 326-8003,(662) 326-8004,,
Joe C. Bradford,Scott County Coroner," 1120 E Third St, Forest 39074",(601) 469-2525,(601) 469-2525,,
Marcus E Hooker,Sharkey County County Engineer," PO Box 368, Greenville 38702",(662) 334-1865,(662) 334-1871,,
Randall Coleman,Simpson County Constable (P-1)," 1498 Simpson Hwy. 149, Mendenhall 39114",(601) 847-5848,(601) 847-5856,,
Rhuel Dickinson,Simpson County County Administrator," PO Box 308, Mendenhall 39114",(601) 847-1418,(601) 847-7004,,
Charles Baldwin,Simpson County Tax Assessor,"PO Box 459, Mendenhall 39114",(601) 847-1744,(601) 847-2119,,
Charles Baldwin,Simpson County Tax Collector,"PO Box 459, Mendenhall 39114",(601) 847-1744,(601) 847-2119,,
Anthony Grayson,Smith County Circuit Clerk,"PO Box 517, Raleigh 39153",(601) 782-4751,(601) 782-4007,,
Jeanne McLemore,Tate County Chancery Clerk," 201 Ward St, Senatobia 38668",(662) 562-5661,(662) 560-6205,,
Gloria L. White,Tippah County Justice Court Clerk,"205-B Spring Ave, Ripley 38663 ",(662) 837-8842,(662) 837-1398,,
Peyton Cummings,Tishomingo County Chancery Clerk,"1008 Battleground Dr, Iuka 38852",(662) 423-7010,(662) 423-7005,,
Larissa Edwards,Union County Justice Court Clerk," PO Box 27, New Albany 38652",(662) 534-1951,(662) 534-1935,,
Vernon E Alford,Walthall County Circuit Clerk," 200 Ball Ave, Tylertown 39667",(601) 876-5677,(601) 876-4077,,
Shannon Hartzog,Walthall County Coroner," 35 Lowery Rd, Tylertown 39667",(601) 876-9353,(601) 876-0350,,
John S Price Jr,Warren County County Court Judge," PO Box 351, Vicksburg 39181",(601) 638-8026,(601) 631-8816,,
Patricia A. Lee,Washington County Tax Collector,"PO Box 9, Greenville 38702",(662) 378-2922,(662) 334-2714,,
Rose M. Bingham,Wayne County Circuit Clerk,"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-1171,(601) 735-6261,,
Charles Chapman,Wayne County Constable (P-1),"810 Chickasawhay St, Waynesboro 39367",(601) 735-3118,(601) 735-6266,,
Willie Thompson,Wilkinson County Constable," PO Box 40, Woodville 39669",(601) 888-3538,(601) 888-7591,,
Travis Crimm Jr,Yazoo County Tax Collector,"PO Box 108, Yazoo City 39194",(662) 746-1583,(662) 751-8734,,
Murllean Hogsett,Attala County Justice Court Clerk,"100 Courthouse,Ste 4, Kosciusko 39090",(662) 289-7272,(662) 289-0105,,
Marlene McKenzie,Benton County Chancery Clerk," PO Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,
Robert Dickerson,Benton County Constable," PO Box 218, Ashland 38603",(662) 333-6600,(662) 224-6313,,
Betsy A. Collums,Chickasaw County Superintendent of Education," PO Box 480, Houlka 38850 ",(662) 568-3333,,,
Steve Montgomery,Choctaw County Chancery Clerk,"PO Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,
David Flowers Jr,Claiborne County Constable," PO Box 497, Port Gibson 39150",(601) 437-4478,(601) 437-3833,,
Demetria Jackson,Coahoma County Circuit Clerk," PO Drawer 849, Clarksdale 38614",(662) 624-3014,(662) 624-3075,,
Jimmy Dale White,Copiah County Constable (P-1),"PO Box 798, Hazlehurst 39083",(601) 894-3218,(601) 894-1676,,
April S Holloway,Copiah County Tax Collector," PO Box 705, Hazlehurst 39083",(601) 894-2731,(601) 894-3026,,
Joseph L. Warren,Covington County Chancery Clerk," PO Box 1679, Collins 39428",(601) 765-4242,(601) 765-5016,,
Dale K. Thompson,DeSoto County Circuit Clerk," 2535 Hwy. 51 S, Rm. 201, Hernando 38632 ",(662) 469-8007,(662) 449-1416,,
Jeffrey Pounders,DeSoto County Coroner," 4942 Pounders Rd, Nesbit 38651",(662) 429-4057,(662) 429-1311,,
Vanessa Lynchard,DeSoto County County Administrator," 365 Losher St, Hernando 38632",(662) 469-8180,(662) 469-8181,,
Delesicia Martin,Hinds County Superintendent of Education," 13192 Hwy. 18, Raymond 39154",(601) 857-5222,(601) 857-8548,,
Charles E Stokes,Hinds County Tax Assessor,"PO Box 22908, Jackson 39225-2908",(601) 968-6626,(601) 968-6593,,
Charles E Stokes,Hinds County Tax Assessor,"PO Box 549, Raymond 39154",(601) 857-8787,(601) 857-2830,,
Matthew Williams,Issaquena County Constable (P-2)," PO Box 58, Mayersville 39113",(662) 873-6287,(662) 873-2094,,
Gaylon K. Harper,Jones County County Court Judge," 5170 Hwy 11 N, Ellisville 39437 ",(601) 649-7500,(601) 428-3620,,
Thomas D. Parker,Jones County Superintendent of Education," 5204 Hwy. 11 N, Ellisville 39437",(601) 649-5201,(601) 649-1613,,
Randall Thornton,Kemper County Constable (P-2),"514 Blackwater Rd, Daleville 39326",(601) 743-2793,(601) 743-2789,,
Adrianna Wilcher,Leake County Justice Court Clerk,"PO Box 69, Carthage 39051",(601) 267-5677,(601) 267-6134,,
Sean P. Thompson,Lee County County Administrator," PO Box 1785, Tupelo 38802",(662) 432-2020,(662) 432-2023,,
Teresa Barksdale,Lowndes County Circuit Clerk,"PO Box 31, Columbus 39703",(662) 329-5900,(662) 329-5935,,
Susan H. McCarty,Madison County Justice Court Clerk," 2961 S Liberty, Canton 39046",(601) 859-6337,(601) 859-5878,,
Alshaunta Butler,Noxubee County Comptroller,"PO Box 147, Macon 39341 ",(662) 726-6047,,,
Richelle Lumpkin,Pearl River County County Court Judge," PO Box 1746, Picayune 39466",(601) 749-7720,(601) 749-7725,,
Amy Lott Cochran,Perry County Tax Assessor," PO Box 306, New Augusta 39642",(601) 964-3398,(601) 964-3663,,
Amy Lott Cochran,Perry County Tax Collector," PO Box 306, New Augusta 39642",(601) 964-3398,(601) 964-3663,,
Percy Pittman Jr,Pike County Coroner," PO Box 431, Magnolia 39652",(601) 684-9422,(601) 249-1751,,
Thomas H. Broome,Rankin County Constable (P-2),"PO Drawer 1599, Brandon 39043",(601) 824-2545,(601) 591-4788,,
John A. Sullivan,Rankin County Tax Assessor,"211 E Government St, Brandon 39042",(601) 825-1470,(601) 824-2457,,
Judy Fortenberry,Rankin County Tax Collector,"211 E Government St, Brandon 39042",(601) 825-1467,(601) 824-7111,,
Richard Prestage,Scott County Constable (P-1),"PO Box 371, Forest 39074",(601) 469-4555,(601) 469-5193,,
David Easterling,Smith County Constable (P-1),"PO Box 171, Raleigh 39153",(601) 782-4334,(601) 782-4005,,
Cynthia Chandler,Sunflower County Tax Assessor," PO Box 1080, Indianola 38751",(662) 887-1454,(662) 887-7423,,
Cynthia Chandler,Sunflower County Tax Collector," PO Box 1080, Indianola 38751",(662) 887-1454,(662) 887-7423,,
Robert L. Taylor,Tate County Constable (P-2),"103 Preston McKay Dr, Senatobia 38668",(662) 562-7626,(662) 562-7663,,
Donna Henry Dill,Tishomingo County Circuit Clerk," 1008 Battleground Dr, Iuka 38852",(662) 423-7026,(662) 423-1667,,
David Wayne Crum,Tishomingo County Tax Assessor,"1008 Battleground Dr, Iuka 38852",(662) 423-7059,(662) 423-9544,,
Marcus Hooker Sr,Washington County County Engineer," PO Box 368, Greenville 38702",(662) 334-1865,(662) 334-1871,,
Russell S Turner,Webster County Chancery Clerk," PO Box 398, Walthall 39771",(662) 258-4131,(662) 258-9635,,
Kimberly Jackson,Wilkinson County Superintendent of Education," PO Box 785, Woodville 39669",(601) 888-3582,(601) 888-3133,,
Julie Cunningham,Winston County Chancery Clerk,"PO Drawer 69, Louisville 39339 ",(662) 773-3631,(662) 773-8814,,
Ricky L. Shivers,Yazoo County Coroner," 75 Shivers Ln, Yazoo City 39194",(662) 746-7631,(662) 746-2023,,
Beverly S Ladner,Yazoo County Tax Assessor," PO Box 108, Yazoo City 39194",(662) 746-2642,(662) 751-8734,,
Gloria D. Klauder,Bolivar County Justice Court Clerk," PO Box 1507, Cleveland 38732.",(662) 843-4008,(662) 846-6783,,
Jay Vanlandingham,Calhoun County Constable (P-1),"PO Box 7, Pittsboro 38951.",(662) 412-3135,,,
Harriett C. Bragg,Clay County Justice Court Clerk," PO Box 674, West Point 39773.",(662) 494-6140,(662) 494-4034,,
Carolyn B. Parham,Coahoma County Chancery Clerk," PO Box 98, Clarksdale 38614",(662) 624-3000,(662) 624-3040,,
Vicki Bass Ramsey,Copiah County Constable (P-2),"121 W Frost St, Hazlehurst 39083",(601) 894-3218,(601) 894-6038,,
Melissa Duckworth,Covington County Circuit Clerk,"PO Box 667, Collins 39428.",(601) 765-6506,(601) 765-5012,,
Butch Benedict Jr,Forrest County Coroner," 237 J. B. Horne Rd, Hattiesburg 39401",(601) 266-4057,(601) 266-4480,,
Johnny L. Hayward,Grenada County Chancery Clerk,"PO Box 1208, Grenada 38902-1208",(662) 226-1821,(662) 227-2860,,
Karen Ladner Ruhr,Hancock County Circuit Clerk,"152 Main St,Ste B, Bay St. Louis 39520",(228) 467-5265,(228) 467-2779,,
Patricia T. Woods,Hinds County Justice Court Clerk," PO Box 3490, Jackson 39207",(601) 965-8800,(601) 973-5532,,
Andrew Piper Dent,Humphreys County Constable," 102 Castleman St, Belzoni 39038",(662) 247-4337,(662) 247-3906,,
Sheila Summerford,Itawamba County Constable,"4494 Tucker Rd, Golden 38847",(662) 862-9735,,,
Latonya Blanchard,Jefferson Davis County Justice Court Clerk," PO Box 1407, Prentiss 39474",(601) 792-5129,(601) 792-5980,,
Jocelyn Robertson,Kemper County Tax Assessor," PO Box 328, DeKalb 39328 ",(601) 743-2693,(601) 743-4173,,
Jocelyn Robertson,Kemper County Tax Collector," PO Box 328, DeKalb 39328 ",(601) 743-2693,(601) 743-4173,,
Ronnie L. McGehee,Madison County Superintendent of Education," PO Box 159, Flora 39071",(601) 879-3000,(601) 879-3039,,
Velma (Pam) Young,Montgomery County Tax Assessor,"PO Box 674, Winona 38967",(662) 283-2112,(662) 283-2769,,
Velma (Pam) Young,Montgomery County Tax Collector,"PO Box 674, Winona 38967",(662) 283-2112,(662) 283-2769,,
Mary Ruth Shelton,Noxubee County Chancery Clerk," 2832 Jefferson, Macon 39341",(662) 726-4244,(662) 726-2272,,
Charlotte Capwell,Panola County Justice Court Clerk," PO Box 249, Sardis 38666",(662) 487-2080,(662) 487-2008,,
Andranette Jordan,Pike County Justice Court Clerk,"PO Box 509, Magnolia 39652",(601) 783-5333,(601) 783-4181,,
Gwendolyn Nunnery,Pike County Tax Collector," PO Box 111, Magnolia 39652",(601) 783-5511,(601) 783-3784,,
Michael R. Kelley,Prentiss County Circuit Clerk," PO Box 727, Booneville 38829",(662) 728-4611,(662) 728-2006,,
Tyrone Survillion,Quitman County Constable,"PO Box 100, Marks 38646",(662) 326-2104,(662) 326-8004,,
Murindia Williams,Sharkey County Chancery Clerk," PO Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,
Murindia Williams,Sharkey County Circuit Clerk," PO Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,
Murindia Williams,Sharkey County County Administrator," PO Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,
Heather H. Burton,Sunflower County Constable," PO Box 946, Indianola 38751",(662) 887-1244,,,
Chris McCallister,Tippah County Constable,"2890 Cr. 813, Ripley 38663",(662) 837-9336,(662) 837-1191,,
Michelle Pounders,Tishomingo County Justice Court Clerk,"1008 Battleground Dr, Iuka 38852",(662) 423-7033,(662) 423-7050,,
Jennifer Williams,Tunica County Justice Court Clerk," 5130 Old Moon Landing Rd, Tunica 38676",(662) 363-2178,(662) 363-4234,,
Scotty Whittington,Amite County Superintendent of Education," PO Box 378, Liberty 39645 ",(601) 657-4361,(601) 657-4291,,
Billy Joe Ferguson,Carroll County Superintendent of Education," PO Box 256, Carrollton 38917",(662) 237-9276,(662) 237-9703,,
Casey West Bozeman,Clarke County Justice Court Clerk," PO Box 4, Quitman 39355 ",(601) 776-5371,(601) 776-1014,,
Xandra Brooks-Keys,Coahoma County Superintendent of Education," PO Box 820, Clarksdale 38614",(662) 624-5448,(662) 624-5512,,
Lillie V. McKenzie,Copiah County Constable (P-1)," 121 W Frost St, Hazlehurst 39083",(601) 894-3218,(601) 894-6038,,
Robert T. Williams,Issaquena County Constable (P-1),"PO Box 58, Mayersville 39113",(662) 873-6287,(662) 873-2094,,
Sherry Hyde-Thames,Lawrence County Tax Assessor," PO Box 812, Monticello 39654",(601) 587-4543,(601) 587-0750,,
Sherry Hyde-Thames,Lawrence County Tax Collector," PO Box 812, Monticello 39654",(601) 587-2211,(601) 587-0750,,
Elmus W Stockstill,Leflore County Circuit Clerk,"PO Box 1953, Greenwood 38935",(662) 453-1435,(662) 455-1278,,
Lisa Younger Neese,Lowndes County Chancery Clerk,"PO Box 684, Columbus 39703",(662) 329-5800,(662) 328-5895,,
Willie (Hoot) West,Lowndes County Constable," 11 Airline Rd, Columbus 39702.",(662) 329-5929,(662) 245-4619,,
Juanita M. Dillard,Marshall County Tax Assessor," PO Box 40, Holly Springs 38635",(662) 252-6209,(662) 252-1881,,
Jerry Dale Bridges,Montgomery County Constable,"20 Bridges Rd, Kilmichael 39747",(662) 283-7524,(662) 283-2052,,
Kenneth P. Geno Jr,Prentiss County County Engineer," 200 Hotel St, Booneville 38829",(662) 728-1790,(662) 844-4564,,
