link,text
http://www.pewtrusts.org/~/media/assets/2017/06/the-lack-of-a-relationship-between-drug-imprisonment-and-drug-problems.pdf?la=en,The Lack of a Relationship between Drug Imprisonment and Drug Problems
https://www.brennancenter.org/sites/default/files/publications/Disenfranchisement_History.pdf,Racism & Felony Disenfranchisement:
https://www.brennancenter.org/sites/default/files/publications/a%20federal%20agenda%20to%20reduce%20mass%20incarceration.pdf,A Federal Agenda to Reduce Mass Incarceration
https://www.bjs.gov/content/pub/pdf/fjs1314.pdf,"Federal Justice Statistics, 2013-2014"
https://massinc.org/wp-content/uploads/2017/06/Public-Opinion-on-Criminal-Justice-Reform-in-Massachusetts.pdf,Public Opinion on Criminal Justice Reform in Massachusetts
https://www.texasappleseed.org/sites/default/files/Raise%20the%20Age%20Report_041117.pdf,Raise the Age:
http://www.urban.org/sites/default/files/publication/91456/2001377-criminal-background-checks-and-access-to-jobs_0.pdf,Criminal Background Checks and Access to Jobs:
https://www.bjs.gov/content/pub/pdf/iscs16.pdf,Indicators of School Crime and Safety:
http://www.sentencingproject.org/publications/u-s-prison-population-trends-1999-2015-modest-reductions-significant-variation/,U.S. Prison Population Trends 1999-2015:
https://www.bjs.gov/content/pub/pdf/hcv0415.pdf,"Hate Crime Victimization, 2004-2015"
https://www.law.upenn.edu/live/files/6793-examining-racial-disparities-may-2017-full,Examining Racial Disparities in Criminal Case Outcomes
http://journals.sagepub.com/doi/pdf/10.1177/2053168017712885,Militarization and police violence:
https://static.prisonpolicy.org/scans/Bail_Reform_California.pdf,Bail Reform in California
https://static.prisonpolicy.org/scans/UCLA_Devil%20_in_the_Details.pdf,The Devil in the Details:
http://www.nswp.org/sites/nswp.org/files/RedUP-NYHTIC-FINALweb.pdf,"Criminal, Victim, or Worker?:"
https://www.bjs.gov/content/pub/pdf/imhprpji1112.pdf,Indicators of Mental Health Problems Reported by Prisoners & Jail Inmates:
https://www.aclunv.org/sites/default/files/aclunv_unlocking_solitary_confinement_report.pdf,Unlocking solitary confinement:
http://www.readcube.com/articles/10.1007/s13524-016-0493-7?author_access_token=OmOiL4YiGdm-Hw2u4_FORve4RwlQNchNByi7wbcMAY5jJX1Pb9_SjRobiqF-meL93cS0siU2tdWV5wgutDwvFgMm9qQoAtDT9wsFv5Yg_G7i3iQvH2hvDPxFG,Geographic Variation in the Cumulative Risk of Imprisonment
http://www.prisonstudies.org/sites/default/files/resources/downloads/sense_of_self_final.pdf,Sense of self and responsibility:
http://www.prisonstudies.org/sites/default/files/resources/downloads/peer_relations_final.pdf,Peer relations:
http://www.sentencingproject.org/wp-content/uploads/2017/06/Federal-Prisons-at-a-Crossroads.pdf,Federal Prisons at a Crossroads
http://earthisland.org/journal/americas-toxic-prisons/,America's Toxic Prisons:
https://www.aclu.org/sites/default/files/field_document/060917-trone-reportweb_0.pdf,Back to Business:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/out-of-sight-growth-of-jails-rural-america/legacy_downloads/out-of-sight-growth-of-jails-rural-america.pdf,Out of Sight:
https://www.prisonpolicy.org/scans/justleadership/leading-with-conviction.pdf,Leading with Conviction:
https://www.citizen.org/sites/default/files/2330.pdf,Individuals With Serious Mental Illnesses in County Jails:
https://cdn.americanprogress.org/wp-content/uploads/2016/04/01060039/CivilAssetForfeiture-reportv2.pdf,Forfeiting the American Dream:
http://www.ppic.org/content/pubs/report/R_0517STR.pdf,Pretrial Release in California
http://www.pnas.org/content/early/2017/05/30/1702413114.full.pdf,Language from police body camera footage shows
http://criminology.oxfordre.com/view/10.1093/acrefore/9780190264079.001.0001/acrefore-9780190264079-e-239?print=pdf,Supervision in the Community:
https://csgjusticecenter.org/wp-content/uploads/2013/07/2010-Blood-from-Stones-AJSj.pdf,Drawing Blood from Stones:
https://www.prisonpolicy.org/scans/famm/Prison-Report_May-31_Final.pdf,Using Time to Reduce Crime:
https://www.prisonpolicy.org/reports/jailsovertime.html,Era of Mass Expansion:
http://courts.delaware.gov/supreme/docs/DE_DisparityReport.pdf,Evaluating the Role of Race in Criminal Justice Adjudications in Delaware
https://storage.googleapis.com/vera-web-assets/downloads/Publications/price-of-prisons-2015-state-spending-trends/legacy_downloads/the-price-of-prisons-2015-state-spending-trends.pdf,The Price of Prisons:
https://massinc.org/wp-content/uploads/2017/05/Getting-Tough-on-Spending-1.pdf,Getting Tough on Spending:
http://law.stanford.edu/wp-content/uploads/sites/default/files/child-page/632655/doc/slspublic/Report_v12.pdf,When did prisons become acceptable mental healthcare facilities?
https://www.prisonpolicy.org/scans/iajre/the_economic_burden_of_incarceration_in_the_us.pdf,The Economic Burden of Incarceration in the U.S.
https://d11gn0ip9m46ig.cloudfront.net/images/059_Bail_Report.pdf,Selling Off Our Freedom:
https://www.bjs.gov/content/pub/pdf/cp1415sb.pdf?utm_source=newsfrombjs&utm_medium=email&utm_content=cp1415_report_pdf&utm_campaign=cp1415&ed2f26df2d9c416fbddddd2330a778c6=cbahgbiiho-cnbeoele,"Capital Punishment, 2014-2015"
https://www.lccr.com/wp-content/uploads/LCCR-Report-Paying-More-for-Being-Poor-May-2017.pdf,Paying More for Being Poor:
http://www.sentencingproject.org/wp-content/uploads/2017/05/Still-Life.pdf,Still Life:
https://ssrn.com/abstract=2937534,Making Families Pay:
https://law.utexas.edu/wp-content/uploads/sites/11/2016/11/2016-11-CVRC-Preventable-Tragedies.pdf,Preventable Tragedies:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/protect-and-serve-policing-trends-2015-2016/legacy_downloads/041417-PolicingTrendsReport-web.pdf,To Protect and Serve:
http://www.law.georgetown.edu/academics/centers-institutes/poverty-inequality/upload/17_COPI_report-FPO.pdf,"Gender and Trauma, Somatic Interventions for Girls in Juvenile Justice:"
https://law.utexas.edu/wp-content/uploads/sites/11/2017/04/2017-HRC-DesignedToBreakYou-Report.pdf,Designed to Break You:
https://poseidon01.ssrn.com/delivery.php?ID=933078022002123097003122096108009112015082062038033030120096089096068088097008093085034019003061029120125093110011094016077077021059074001067098072010031121,The Voting Rights of Ex-Felons and Election Outcomes in the United States
https://www.prisonpolicy.org/blog/2017/04/19/copays/,The steep cost of medical co-pays in prison puts health at risk
https://www.prisonpolicy.org/blog/2017/04/10/wages/,How much do incarcerated people earn in each state?
http://texasdefender.org/wp-content/uploads/TDS-2016-LethallyDeficient-Web.pdf,Lethally Deficient:
http://avidprisonproject.org/assets/locked-up-and-locked-down----avid-prison-project.pdf,Locked Up and Locked Down:
/scans/Roth_If_They_Hand_You_1_15_2015.pdf,"“If They Hand You a Paper, You Sign It“:"
/scans/Roth_Obstructing_Justice_2010.pdf,Obstructing Justice:
https://muse.jhu.edu/article/639847/pdf,A Wealth of Inequalities:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3673515/,The Dose-Response of Time Served in Prison on Mortality:
/scans/CWPS_Roth_Reproductive_Injustice_7_13_2012.pdf,“She Doesn’t Deserve to be Treated Like This”:
https://www.hrw.org/sites/default/files/report_pdf/usbail0417_web_0.pdf,How California's Pretrial Detention and Bail System Unfairly Punishes Poor People
https://www.aclu.org/sites/default/files/field_document/aclu_bullies_in_blue_4_11_17_final.pdf,Bullies in Blue:
/scans/Breaking-Down-the-Walls.pdf,Breaking Down the Walls:
http://johnjaypri.org/wp-content/uploads/2017/03/John_Jay_WIJ-Report_FINAL.pdf,Women Injustice:
http://www.prisonstudies.org/sites/default/files/resources/downloads/global_imprisonment_web2c.pdf,Prison: Evidence of its use and over-use from around the world
http://www.acluohio.org/wp-content/uploads/2017/02/StatehouseToPrisonPipeline2017.pdf,Ohio's Statehouse-to-Prison Pipeline:
http://www.urban.org/sites/default/files/publication/88476/how_do_people_in_high-crime_view_the_police.pdf,"How Do People in High-Crime, Low-Income Communities View the Police?"
https://aspe.hhs.gov/system/files/pdf/188746/Father-Child%20Brief_March%2028%202016REV.PDF,"Multi-Site Family Study on Incarceration, Parenting, and Partnering"
https://drivingwhileblacknashville.files.wordpress.com/2016/10/driving-while-black-gideons-army.pdf,Driving While Black:
https://www.law.umich.edu/special/exoneration/Documents/Exonerations_in_2016.pdf,Exonerations in 2016:
https://www.law.umich.edu/special/exoneration/Documents/Race_and_Wrongful_Convictions.pdf,Race and Wrongful Convictions in the United States
http://www.justicepolicy.org/uploads/justicepolicy/documents/raisetheage.fullreport.pdf,Raising The Age:
https://storage.googleapis.com/vera-web-assets/downloads/Publications/accounting-for-violence/legacy_downloads/accounting-for-violence.pdf,Accounting for Violence:
https://www.vera.org/publication_downloads/new-normal-opioid-use-criminal-justice-system/new-normal-opioid-use-criminal-justice-system.pdf,A New Normal:
http://www.prisonstudies.org/sites/default/files/resources/downloads/wptril_3rd_edition.pdf,World Pre-trial/Remand Imprisonment List:
http://maltajusticeinitiative.org/wp-content/uploads/2017/01/MJI-Employer-Survey-Full-Text-December-2016-1.pdf,Connecticut Employer Survey Practices and Attitudes:
https://www.aclunebraska.org/sites/default/files/field_documents/voting_rights_of_former_felons_-_june_2016.pdf,Voting Rights of Former Felons
https://lwvky.files.wordpress.com/2017/02/kentucky-felony-disenfranchisement-report-feb-17-final-docx.pdf,Felony Disenfranchisement in the Commonwealth of Kentucky
https://pdfs.semanticscholar.org/de27/3f6df344d5bd90be764d375cfa10fd2b191e.pdf?_ga=1.225999002.1297869140.1488288591,Neither here nor there:
https://www.prisonpolicy.org/reports/money.html,Following the Money of Mass Incarceration
https://www.prisonpolicy.org/probation/ma_report.html,Punishing Poverty:
https://www.prisonpolicy.org/driving/national.html,Reinstating Common Sense:
http://journals.sagepub.com/doi/pdf/10.1177/0011128715570627,Sentencing Outcomes in U.S. District Courts:
http://www.epi.org/files/pdf/118615.pdf,Mass incarceration and children’s outcomes:
http://www.sentencingproject.org/wp-content/uploads/2017/01/Delaying-a-Second-Chance.pdf,Delaying a Second Chance:
/scans/building_trust_and_legitimacy_within_community_corrections_rev_final_20161208.pdf,Building Trust and Legitimacy Within Community Corrections
/scans/shackled_to_debt.pdf,Shackled to Debt:
/scans/ESCC-CommunityBasedResponsesJusticeInvolvedYA.pdf,Community-Based Responses to Justice-Involved Young Adults
https://university.pretrial.org/viewdocument/pretrial-justice-how-much-does-it,Pretrial Justice:
http://www.cjcj.org/uploads/cjcj/documents/declining_drug_enforcement_after_proposition_47.pdf,Declining Drug Enforcement After Proposition 47
http://fairpunishment.org/new-report-death-penalty-disproportionately-used-against-persons-with-significant-mental-impairments-in-five-florida-counties/,The Death Penalty in Five Florida Counties:
https://www.prisonpolicy.org/scans/ipspr/emanuel9report.pdf,One Year Later:
http://www.americanbar.org/content/dam/aba/images/crsj/DPDPRP/SevereMentalIllnessandtheDeathPenalty_WhitePaper.pdf,Severe Mental Illness and the Death Penalty
https://www.aclu.org/sites/default/files/field_document/010916-aclu-solitarydisabilityreport-single.pdf,Caged In:
http://assets.pewresearch.org/wp-content/uploads/sites/3/2017/01/06171402/Police-Report_FINAL_web.pdf,Behind the Badge:
https://www.bjs.gov/content/pub/pdf/capd0914st.pdf,"Crime Against Persons with Disabilities, 2009-2014"
https://www.brennancenter.org/sites/default/files/publications/Florida_Voting_Rights_Outlier.pdf,Florida:
http://www.sentencingproject.org/wp-content/uploads/2016/12/Repurposing-New-Beginnings-for-Closed-Prisons.pdf,Repurposing:
https://www.scribd.com/document/333743025/Helping-Moms-Dads-Kids-Come-Home-Eliminating-barriers-to-housing-for-people-with-criminal-records,"Helping Moms, Dads, & Kids To Come Home:"
https://www.prisonpolicy.org/scans/national_collaboration_for_youth/BeyondBars.pdf,Beyond Bars:
http://www.burnsinstitute.org/wp-content/uploads/2016/05/Stemming-the-Rising-Tide_FINAL.pdf,Stemming The Rising Tide:
http://misdemeanorjustice.org/wp-content/uploads/2016/08/DOC_Trends_Final.pdf,Trends in Admission To The New York City Department of Correction 1995-2015
http://www.urban.org/sites/default/files/alfresco/publication-pdfs/411617-Health-and-Prisoner-Reentry.PDF,Health and Prisoner Reentry:
https://www.brennancenter.org/sites/default/files/publications/Unnecessarily_Incarcerated.pdf,How Many Americans Are Unnecessarily Incarcerated?
http://www.courtexcellence.org/uploads/File/CCE-BSC20161212.pdf,Beyond Second Chances:
http://www.sentencingproject.org/wp-content/uploads/2016/12/How-Tough-on-Crime-Became-Tough-on-Kids.pdf,How Tough on Crime Became Tough on Kids:
https://assets.documentcloud.org/documents/3227595/ASCA-Liman-Aiming-to-Reduce-Time-in-Cell.pdf,Aiming to Reduce Time-In-Cell:
https://www.insidehighered.com/sites/default/server_files/files/PIAAC_Prison_102816-Updated.pdf,Highlights from the U.S. PIAAC Survey of Incarcerated Adults:
http://massinc.org/wp-content/uploads/2016/11/The-Geography-of-Incarceration.pdf,The Geography of Incarceration:
http://www.prisonerswithchildren.org/wp-content/uploads/2016/10/BTB-Employment-History-Report-2016.pdf,Ban The Box In Employment:
http://www.cjcj.org/uploads/cjcj/documents/youth_crime_arrest_projections_2020.pdf?utm_content=Bernadette&utm_source=VerticalResponse&utm_medium=Email&utm_term=released%20a%20publication&utm_campaign=,Violent Crime Arrests of Youth in California:
http://www.cjcj.org/uploads/cjcj/documents/the_prosecution_of_youth_as_adults_in_california_a_2015_update.pdf?utm_content=Bernadette&utm_source=VerticalResponse&utm_medium=Email&utm_term=coauthored%20,The Prosecution of Youth As Adults in California:
https://www.ncjrs.gov/pdffiles1/nij/grants/203968.pdf,Governments' Management of Private Prisons:
http://prisonvoicewa.org/content/CorrectingFoodPolicy-2016-10-25.pdf,Correcting Food Policy in Washington Prisons:
http://cjpp.law.harvard.edu/assets/FINAL-Primer-on-Bail-Reform.pdf,Moving Beyond Money:
https://www.documentcloud.org/documents/3149075-Responsible-Prison-Project.html#document/p2,Responsible Prison Project:
https://www.hks.harvard.edu/ocpa/cms/files/criminal-justice/research-publications/ntcc_the_future_of_youth_justice.pdf,The Future of Youth Justice:
https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BuyingInfluence_Oct2016.pdf,Buying Influence:
http://www.pewtrusts.org/~/media/assets/2016/10/use_of_electronic_offender_tracking_devices_expands_sharply.pdf,Use of Electronic Offender-Tracking Devices Expands Sharply
https://www.hrw.org/sites/default/files/report_pdf/usdrug1016_web.pdf,Every 25 Seconds:
http://bloximages.chicago2.vip.townnews.com/auburnpub.com/content/tncms/assets/v3/editorial/a/83/a83d8048-4257-59ed-9e2f-cf680ae04a80/54767f1b48a6c.pdf.pdf,2010 Inmate Releases:
http://curbprisonspending.org/wp-content/uploads/2016/10/CURB-WeAreNotDisposableReport.pdf,We are not disposable:
https://www.brennancenter.org/sites/default/files/publications/Crime_2016_Preliminary_Analysis.pdf,Crime in 2016: A Preliminary Analysis
http://www.sentencingproject.org/wp-content/uploads/2016/10/6-Million-Lost-Voters.pdf,6 Million Lost Voters:
http://www.jaapl.org/content/40/1/41.full,"Defendant Remorse, Need for Affect, and Juror Sentencing Decisions"
